Date	Type	Country	Area	Location	Activity	Name	Sex 	Age	Fatal (Y/N)	Grad Injury	Location of Injury	Type of Shark	Size of Shark	Investigator or Source	pdf
1936-12-19	Boating	AUSTRALIA	Queensland	Brisbane River	Sculling	Racing scull, occupant: C.E. Slaughter, Queensland sculling champion		0	N	No injury	Unknown	Unknown	3 m	G.P. Whitley, p.264; V.M. Coppleson (1958), p. 187	Slaughter
1936-12-15	Provoked	AUSTRALIA	New South Wales	Newcastle Harbor	Fishing for the shark that killed George Lundberg	skiff, occupants: J. & A. Ayerst		0	N	Injury	Unknown	Unknown	Unknown	V.M. Coppleson (1958), pp.182-183	boatAyerst
1936-12-12	Unprovoked	AUSTRALIA	New South Wales	Throsby Creek, Newcastle	Swimming	George Lundberg	M	15	Y	Fatal	Unknown	Unknown	Unknown	V.M. Coppleson (1958), p.234	Lundberg
1936-12-01	Boating	AUSTRALIA	Victoria	Mordialloc	Fishing	Charles Swan, a returned soldier	M	50	Y	Fatal	Unknown	white shark	12'	The Age, 12/4/1936	Swan
1936-11-27	Provoked	AUSTRALIA	Torres Strait	Near Thursday Island	Spearfishing 	Frank McDonnell	M	0	N	Injury	hand	Unknown	0.	Whitley, p.264; V.M. Coppleson (1958), p.244	McDonnell
		VIETNAM		Saigon	Wreck of a sampam	8 crew	M	0	Y	Fatal	Unknown	Unknown	Unknown	Lansing State Journal, 9/11/1936	Saigon
1936-09-04	Unprovoked	USA	Hawaii	Lahaina, Maui	Swimming	young 	M	0	N	Injury	Unknown	Unknown	Unknown	J. Borg, p.71; L. Taylor (1993), pp.96-97	Maui
1936-08-24	Unprovoked	AUSTRALIA	Torres Strait	Near Mabuiag Island	Trochus diving, but floating on surface	Tala Lui, a Torres Strait islander	M	0	N	Injury	right leg	tiger shark	Unknown	G.P. Whitley, p.264; V.M. Coppleson (1958), p.244	TalaLui
1936-08-13	Unprovoked	ICELAND	Fishing Grounds		Swept overboard	John Bond & Noel Kinch (rescuer)	M	0	N	Injury	Unknown	Unknown	Unknown	The Guardian, 8/27/1936	Iceland
1936-08-11	Provoked	CANADA	Newfoundland	Georges Bank	Fishing for cod	a dory of the schooner Raymonde, occupants: Albion Muise, Peter Dousette & Jack Shannon		0	N	No injury	Unknown	Shovelnose shark	6 m	NY Times, 8/13/1936, p.25, col.6	schoonerRaymonde
1936-08-04	Unprovoked	AUSTRALIA	Torres Strait	Bathurst Island	Pearl diving	Japanese diver	M	0	N	Injury	Unknown	Unknown	Unknown	Nortnern Standard, 8/4/1936	RPearlDiver
	Boating	USA	North Carolina	Pamlico Sound off Frisco, Dare County	Fishing	rowboat, occupants: James Mitchell-Hedges & Raymond McHenry	M	13	N	Injury	Unknown	Unknown	Unknown	C. Creswell, GSAF	PamlicoSound
1936-07-25	Unprovoked	USA	Massachusetts	Hollywood Beach, just above Mattapoisett Harbor, Buzzards Bay	Swimming crawl stroke	Joseph Troy, Jr	M	16	Y	Fatal	his leg	White shark	Unknown	B. R. Tilden, M.D.; NY Times, 7/26/1936, p.2;  E.W. Gudger (1950); V.M. Coppleson (1958), pp. 150 & 253; H.D. Baldridge, p. 35	Troy
1936-07-12	Boating	USA	New Jersey	Long Branch, Monmouth County (offshore)	Fishing for bluefish	22' boat, occupants: Saul White & Charles Dillione		0	N	No injury	Unknown	Blue shark	8'	NY Times, 6/13/1936 	SaulWhite
1936-07-07	Unprovoked	AUSTRALIA	Torres Strait	Off Nepean Island	Diving	aboriginal 	M	0	N	Injury	Unknown	Unknown	Unknown	V.M. Coppleson (1958), p.244	aboriginaldiver
	Boating	SOUTH AFRICA	Western Cape Province	Cape Point	Fishing, catching snoek, Thyrsites atun	10m boat Lucky Jim		0	N	Injury	Unknown	Unknown	Unknown	T. Wallett, p.25	LuckyJim
1936-06-26	Unprovoked	AUSTRALIA	Torres Strait	Nepean Island	Diving for trochus , but swimming on surface	Willie, an aboriginal	M	16	Y	Fatal	Unknown	Tiger shark	2.	Sydney Morning Herald, 7/7/1936; V.M. Coppleson (1958), p.244	Willie
1936-06-06	Unprovoked	USA	Florida	Boca Ciega Bay, Pinellas County	Swimming	nan	M	0	Y	Fatal	Unknown	Unknown	Unknown	Evening Independent, 6/8/1936	BocaCiegaBay
1936-04-22	Unprovoked	AUSTRALIA	Queensland	Arlington Reef near Cairns	Diving for trochus	Guisne Oscoto (Japanese)	M	16	N	Injury	Unknown	Tiger shark	4.	Sydney Morning Herald, 4/23/1936	Oscoto
1936-04-08	Unprovoked	AUSTRALIA	Queensland	Arlington Reef near Cairns	Diving	Ohta	M	0	N	Injury	Unknown	Unknown	Unknown	The Argus, 4/9/1936	Ohta
1936-03-30	Provoked	USA	Florida	Miami, Miami-Date County	Fishing	Bill Samsoe	M	0	N	No injury	hand	lb shark	650	NY Times, 4/1/1936, p.27, col.1	Samsoe
1936-03-22	Unprovoked	AUSTRALIA	Torres Strait	Near Shelburne Bay, Queenland	Among 31 survivors of crew from the sampan Fukulya Maru (which reached Thursday Island in rowing boat) was a man whose arm had been bitten off by shark. The sampan wrecked west of McArthur island 	Japanese sailor	M	0	N	Injury	Unknown	Unknown	Unknown	Coppleson (1958), p.244; The Argus, 4/9/1936	Japanesesailor
1936-03-19	Unprovoked	AUSTRALIA	Queensland	Near Forbes Island, Barrier Reef	Diving for trochus	Norman, an aboriginal	M	0	N	Injury	Unknown	Unknown	Unknown	G.P. Whitley, p.263; V.M. Coppleson (1958), p.244	Norman
1936-03-04	Boating	AUSTRALIA	Northern Territory	Between Cape Hotham & Darwin (50 miles from Darwin)	Rowing 	dinghy, occupants: aborigine & lighthouse keeper		0	N	No injury	Unknown	Unknown	Unknown	G.P. Whitley, p.263; V.M. Coppleson (1958), p.186	CapeHotham
1936-02-23	Provoked	AUSTRALIA	New South Wales	Angourie, near Yamba	Touching the mouth of a supposedly dead shark	Eva Cameron	F	0	N	Injury	Unknown	Unknown	Unknown	Coppleson (1958), p. 176; G.P. Whitley, p.263	Cameron
	Unprovoked	AUSTRALIA	Queensland	Brisbane River	Sculling	C.E. Slaughter	M	0	N	No injury	Unknown	Unknown	10'	Nevada State Journal, 5/2/1936	RSlaughter
1936-02-04	Unprovoked	AUSTRALIA	New South Wales	South Steyne, Manly	Swimming	David Paton	M	14	Y	Fatal	Unknown	White shark	Unknown	V.M. Coppleson (1958), pp.67 & 234; A. Sharpe, p.68; A. MacCormick, p.169; J. West, ASAF	Paton
1936-01-22	Unprovoked	AUSTRALIA	South Australia	West Beach, near Adelaide	Swimming. Passer-by, Len Bedford, heard him shriek , saw shark leap from the water & swimmer disappeared	Ray Bennett	M	13	Y	Fatal	Unknown	White shark	Unknown	Sydney Morning Herald, 1/23/1936; V.M. Coppleson (1958), pp.107 & 240;  A. Sharpe, p.120; J. West, ASAF	Bennett
1936-01-05	Invalid	AUSTRALIA	Queensland	Main Beach, Southport	Surfing	Kevin Canavan	M	17		Fatal	Unknown	Unknown	Unknown	Canberra Times, 1/7/1936; V.M. Coppleson, p.92-93	Canavan
	Provoked	AUSTRALIA	New South Wales	North Bondi	Paddleskiing	Ken Howell	M	0	N	Injury	Unknown	Unknown	2.	V.M. Coppleson (1958), p.41	Howell
	Unprovoked	AUSTRALIA	Victoria 	Port Phillip Bay, Port Melbourne	Swimming 		M	0	Y	Fatal	Unknown	Unknown	Unknown	J. Green, p.33; V.M. Coppleson (1958), p.241	PortMelbourne
1935-12-23	Provoked	AUSTRALIA	Victoria	150 yards from the pier at Lorne	Cruising	16' motor launch owned by A. & E. Norton		0	N	Injury	Unknown	Unknown	4.	V.M. Coppleson (1958), p.183	NortonBoat
1935-11-13	Unprovoked	AUSTRALIA	Torres Strait	Barrier Reef near Innisfail	Diving?	James Messot, a Thursday Islander	M	20	N	Injury	Unknown	Unknown	Unknown	NY Times, 11/16/1935; Sun (Sydney) 1/13/1936 (pictures of healed wounds);  V.M. Coppleson (1958), p.244	Messot
1935-09-21	Unprovoked	USA	North Carolina	Browns Inlet on New River, Onslow Beach	Swimming	Jere W. Fountain	M	38	Y	Fatal	Unknown	Unknown	Unknown	 F. Schwartz, p.23; C. Creswell, GSAF	Fountain
	Unprovoked	PAPUA NEW GUINEA	Central Province	Hula	Swimming	Mailia Ola	M	0	Y	Fatal	Unknown	Unknown	Unknown	Cairns Post, 9/24/1935	RHula
1935-08-26	Unprovoked	AUSTRALIA	Queensland	At Flat Top, near Mackay	Fell overboard, hanging onto lifebuoy	Patrick Quinn	M	38	Y	Fatal	Unknown	Unknown	3.	V.M. Coppleson (1958), p.22; G. P. Whitley	Quinn
1935-08-24	Invalid	UNITED KINGDOM	Isle of Wight	Atherfield	Fishing	Percy Wadham	M	0		Fatal	Unknown	Unknown	Unknown	C. Moore, GSAF. Isle of Wight Press	Atherfield
1935-08-13	Unprovoked	AUSTRALIA	Torres Strait	Near Warrior Reefs, Queensland	Diving for beche-de-mer from lugger	Barani, a Papuan	M	0	Y	Fatal	Unknown	Unknown	Unknown	J. Green, p.33; V.M. Coppleson (1958), p.243	Barani
	Invalid	USA	California	Santa Barbara Channel	fishing boat exploded & sank	Barney Wilkes	M	23		Fatal	Unknown	Unknown	Unknown	N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier	bWilkes
	Invalid	USA	California	Santa Barbara Channel	fishing boat exploded & sank	Dr. Alfred L. Wilkes 	M	53		Fatal	Unknown	Unknown	Unknown	N.Y. Herald Tribune, 7/28/1935; D. Miller & R. Collier	aWilkes
1935-07-05	Unprovoked	PANAMA		off Culebra	Fishing with dynamite, afterwards in water retrieving catch	Valentin Alonso	M	14	Y	Fatal	Unknown	Unknown	Unknown	New York Times, 7/6/1935	Alonso
1935-07-01	Unprovoked	CROATIA	Adriatic Sea	Susak / Fiume (Rijeka, Istria)	Swimming	Mira Kudlich	F	22	Y	Fatal	Unknown	Unknown	Unknown	C. Moore, GSAF	Kudlich
1935-06-18	Unprovoked	USA	New Jersey	50 miles offshore	Fishing for bluefish, shark leapt into dory	Captain Manuel Chalor of fishing trawler Nautilus	M	31	N	Injury	Unknown	Unknown	4.	NY Times, 6/19/1935, p.21 	Chalor
	Unprovoked	SOLOMON ISLANDS	Makira-Uluwa Province	Makira Island	Fishing	a native	M	0	Y	Fatal	Unknown	Unknown	Unknown	Sydney Mail, 6/5/1935	RSolomonIslands
	Boating	AUSTRALIA	South Australia	Off Port Broughton		A dinghy, occupant J.W. Wall		0	N	Injury	Unknown	Unknown	Unknown	Australian Woman's Weekly, 8/27/1938	RSolomonIslands
	Unprovoked	PAPUA NEW GUINEA	Northern (Oro) Province	Dobu Passage,  D'Entrecasteaux Islands (between Normanby & Fergusson Islands)		nan		0	N	Injury	Unknown	Unknown	Unknown	D.K. Webster, p.67	aFilemani
1935-05-19	Provoked	SOUTH AFRICA	KwaZulu-Natal	North Pier, Durban	Put foot inside a landed & supposedly dead shark	, a spectator	M	0	N	Injury	Foot	White shark	246	M. Levine, GSAF	spectator
1935-05-12	Unprovoked	AUSTRALIA	Torres Strait	On edge of reef near Warrior Island	Pearl diving	Andrew, a Torres Strait Islander	M	0	N	Injury	hand	Unknown	1.	V.M. Coppleson (1958), pp.103 & 243	Andrew
1935-04-25	Invalid	AUSTRALIA	New South Wales	Coogee	Disappeared 11 days earlier, probable homicide victim	James Smith, murder victim	M	40		Fatal	Unknown	Unknown	Unknown	A. Sharpe, pp.28-32	SharkArmCase
	Unprovoked	USA	California	Hermosa Beach, Los Angeles County		A. R. Davis	M	0	N	Injury	hand	Unknown	Unknown	Los Angeles Times, 4/8/1935 	RDavis
1935-03-30	Unprovoked	AUSTRALIA	Queensland	Barrier Reef off Mackay	Diving from dinghy for trochus shell	Samuel, a Thursday islander	M	0	N	Injury	Unknown	Unknown	Unknown	G.P. Whitley citing the Sydney Morning Herald, 4/1/1935;  1951), G.P. Whitley (1951), page 192, Fide G.D. Wall, Mackay, 1946; J. Green, p.33; V.M. Coppleson (1958), pp.101 & 243	Samuel
	Provoked	SOUTH AFRICA	KwaZulu-Natal	North Pier, Durban	Put foot inside mouth of supposedly dead shark		M	0	N	Injury	Unknown	Unknown	Unknown	Natal Coast Angler, 3/25/1935	RDurban
1935-03-20	Unprovoked	AUSTRALIA	Torres Strait	Three Mile Reef off Lizard Island 50 miles north of Cooktown	Pearl diving, but standing in the water	Kosam, a Torres Strait Islander	M	0	N	Injury	Left thigh	Tiger shark	3 m	Sydney Morning Herald, 3/20/1935; V.M. Coppleson (1958), pp.102 & 243	Kosam
1935-03-13	Provoked	AUSTRALIA	Queensland	Pimpana River	Hauling in net with shark in it	William Charles Beitz	M	38	N	Injury	Unknown	nose shark	Unknown	G.P. Whitley	Beitz
1935-03-11	Unprovoked	AUSTRALIA	New South Wales	Newcastle	Surfing	Eric McMichael	M	0	N	Injury	Unknown	Unknown	Unknown	Sydney Morning Herald, 3/11/1935	McMichael
1935-03-09	Unprovoked	AUSTRALIA	New South Wales	Maroubra Beach	Swimming	Ernest MacDonald	M	27	Y	Fatal	left thigh	White shark	4 m	V.M. Coppleson (1958), pp.65, 233 & 234; A. Sharpe, pp. 64-65,   G.P. Whitley, p.14; J. West, ASAF	MacDonald
1935-03-02	Unprovoked	AUSTRALIA	New South Wales	North Narrabeen Beach	Standing	Herbert McFarlane	M	22	Y	Fatal	Unknown	White shark	3.	Amarillo Globe, 6/21/1935, p.3; V.M. Coppleson (1958), pp.66-67 & 233;  John West	McFarlane
1935-02-14	Unprovoked	AUSTRALIA	New South Wales	Austinmer	Surfing (pneumatic surfboard)	Darcy Lorenz	M	20	N	Injury	Unknown	Unknown	Unknown	V.M. Coppleson (1958), pp.45 & 233	Lorenz
	Unprovoked	AUSTRALIA	New South Wales	Off Ben Buckler, near Sydney	Fishing	William Johnson	M	0	N	No injury	Unknown	Tiger shark	12'	G.P. Whitley, p.263	bJohnson
	Boating	AUSTRALIA	Queensland	Ross River, Townsville	Fishing for sharks	flat-bottomed boat		0	N	No injury	Unknown	2 shark	Unknown	G.P. Whitley, p.263	aFlatbottomedboat
	Invalid	ISRAEL	Herzliyah	Sidny Ali		nan		0		Fatal	Unknown	Unknown	Unknown	C. Moore, GSAF	RSidnyAli
1935-01-17	Invalid	AUSTRALIA	Queensland	Seaforth River, near MacKay		small boy	M	5		No injury	Unknown	Unknown	Unknown	G.P. Whitley, p.263	Seaforth
	Unprovoked	AUSTRALIA	New South Wales	Georges River at Kentucky	Splashing	Beryl Morrin	F	13	N	Injury	Unknown	Tiger shark	1.	V.M. Coppleson (1958), pp.67 & 233; A. Sharpe, pp.90-91	bMorrin
	Unprovoked	AUSTRALIA	New South Wales	 St. Georges River at Moorebank, near Milperra Bridge	Swimming (lead swimmer in race)	Richard George Soden	M	19	Y	Fatal	left leg	Unknown	Unknown	V.M. Coppleson (1958), pp.67 & 233;  A. Sharpe, pp.89-90]	aSoden
	Unprovoked	AUSTRALIA	New South Wales	Woy Woy  on the Brisbane Waters	Taken as he dived into the water	Roy Inman	M	14	Y	Fatal	Unknown	Unknown	Unknown	V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172	abInman
	Unprovoked	AUSTRALIA	New South Wales	Woy Woy on the Brisbane Waters	Swimming & splashing	Joyce Inman (Roys sister)	M	12	N	Injury	Unknown	Unknown	Unknown	J. Green, pp.10 & 33 corrects earlier accounts that gave the location as Queensland; V.M. Coppleson (1958), pp.85-86 & 233; A. MacCormick, p.172	abInman
1934-10-09	Unprovoked	AUSTRALIA	Northern Territory	Redcliff, Cobourg Peninsula	Bathing	aboriginal woman	F	38	Y	Fatal	Unknown	Unknown	Unknown	The Age, 10/27/1934;; V.M. Coppleson (1958), p.240	Coburg
1934-10-08	Provoked	BERMUDA	Hamilton	Hamilton Parish	Fishing	McCallan	M	0	N	Injury	Unknown	Unknown	Unknown	The Gleaner, 10/16/1934	McCallan
1934-10-02	Unprovoked	AUSTRALIA	Torres Strait	Warrior Reefs	Freediving for trochus shell (submerged)	David Younger, Torres Strait Islander	M	0	Y	Fatal	Unknown	Unknown	Unknown	 V.M. Coppleson (1958), pp.102-103	Younger
1934-09-08	Provoked	BERMUDA	Hamilton	Nine miles off Frasconi Flats	Fishing	Captain Earnest Gibbons, skipper of the cruiser Cupid	M	0	N	Injury	Right foot	Unknown	1.	NY Times, 9/10/193, p.10	Gibbons
1934-08-27	Boating	ITALY	Sicily	Catania	Fishing on a boat	nan	M	0	N	No injury	Unknown	White shark	4 m	A. De Maddalena; Giudici & Fino (1989)	Catania
	Invalid	ITALY / CROATIA		Kralievica	Swimming	Zorca Prinz	F	0		Fatal	Unknown	Unknown	Unknown	C. Moore & R. Roccini, GSAF; D. Baldridge, pp.15-16; A. De Maddalena; I. Fergusson (1996), L. Lipej (pers. Comm.)	RPrinz
1934-08-26	Unprovoked	AUSTRALIA	Queensland	Off Eva Island 20 miles from Cardwell	Dived into sea from launch & bitten immediately	Robert Steele	M	0	Y	Fatal	Unknown	Unknown	Unknown	G.P. Whitley citing Sydney Morning Herald 8/27/1934; Sunday Mail (Brisbane) 11/18/1934; G.P. Whitley, p.262; J. Green, p.33;V.M. Coppleson (1958), p.238	Steeke
1934-08-21	Unprovoked	CROATIA	Adriatic Sea	Susak (Rijeka, Istria)	Swimming	Agnes Novak	F	18	Y	Fatal	Unknown	White shark	Unknown	NY Times, 7/10/1934, p.15; V.M. Coppleson (1958), p. 266; R. Rocconi;   D. Baldridge, p.15; A. De Maddalena; Giudici & Fino (1989), De Maddalena (2000)	Novak
1934-08-05	Unprovoked	USA	Georgia	Thunderbolt, Chatham County	Swimming	William Aimar, Jr.	M	11	N	Lacerations	right leg	Unknown	Unknown	Cullman Democrat, 8.9/1934	Aimar
1934-07-11	Boating	AUSTRALIA	New South Wales	Cronulla	Fishing	18' boat, occupants William & Leslie Newton	N	0	N	No injury	Unknown	Unknown	11'	G.P. Whitley, ref: Daily Telegraph, 7/11/1934 & Sydney Morning Herald  7/12/1934	NewtonboatAustralia
1934-06-21	Provoked	AUSTRALIA	New South Wales	Off Mooloolabah	Fishing	Thomas Henry Durbridge	M	0	N	Injury	Unknown	nosed shark	Unknown	Sydney Morning Herald, 6/23 & 6/25/1934  	Durnbridge
1934-06-20	Unprovoked	USA	Florida	Melbourne, Brevard County	Standing	Richard Clark Best, Jr.	M	8	Y	Fatal	Unknown	Unknown	Unknown	New York Herald Tribune, 6/21/1934 	Best
1934-04-15	Unprovoked	AUSTRALIA	Queensland	Elephant Rock, Currumbin near Southport	Body surfing	Frank Ilett	M	34	N	Injury	Unknown	Unknown	Unknown	V.M. Coppleson (1958), pp.92 & 238. Note: L. Schultz lists date as 1/15/1934 	Ilett
	Unprovoked	SOUTH AFRICA	KwaZulu-Natal	Grannys Pool, Winkelspruit	Swimming	Zulu 	M	0	Y	Fatal	Unknown	Unknown	Unknown	N. Doveton; M. Levine, GSAF	cyoungblackmale
	Unprovoked	SOUTH AFRICA	KwaZulu-Natal	Danger Pool, Winkelspruit	Swimming 	Alan Donald McArthur	M	12	N	Injury	Right thigh	Unknown	Unknown	A.D. McArthur, M. Levine, GSAF	bMcArthur
	Unprovoked	AUSTRALIA	New South Wales	North Steyne	Swimming in waist-deep water 	Leon Ritson Hermes	M	15	Y	Fatal	right leg	Unknown	4.	V.M. Coppleson (1958), p. 233  	aHermes
1934-03-12	Unprovoked	AUSTRALIA	New South Wales	Dee Why, north of Queenscliff 	Swimming in hip-deep water	Frank Athol Riley	M	17	Y	Fatal	Unknown	Unknown	4 m	V.M. Coppleson (1958), pp.66 & 232; A. Sharpe, p.67	Riley
	Provoked	AUSTRALIA	New South Wales	Cronulla	Fishing 	18' launch, occupants: 2 fishermen		0	N	No injury	Unknown	Mako shark	3.	V.M. Coppleson (1958), p.182; G.P. Whitley 	Cronullaboat
1934-02-24	Unprovoked	AUSTRALIA	Torres Strait	Adolphus Channel	Splashing in water 	Rixon, an aboriginal	M	0	N	Injury	Unknown	tiger shark	3.	V.M. Coppleson (1958), p.243	Rixon
1934-02-22	Unprovoked	CHILE	Elqui Province	Coquimbo	Fell into the water	a soldier	M	0	Y	Fatal	Unknown	Unknown	Unknown	Los Angeles Times, 2/23/1934, p.20	SoldierChile
	Boating	TURKEY	Istanbul	Haydarpasa jetty, Istanbul	Fishing	2 s	M	0	N	No injury	Unknown	Unknown	Unknown	C. Moore, GSAF	RTurkey
1934-01-27	Unprovoked	AUSTRALIA	New South Wales	Lambeth Street Wharf, Georges River, East Hills (20 miles from river mouth)	Swimming outside the safety enclosure attempting to retrieve a tennis ball drifting toward midstream 	Wallace John McCutcheon	M	15	N	Injury	Unknown	Unknown	Unknown	V.M. Coppleson (1958), pp.67 & 232; A. Sharpe, p.89; J. Borg, p.89	McCutcheon
1934-01-07	Unprovoked	AUSTRALIA	New South Wales	Queenscliff	Swimming on sandbar adjacent to channel	Colin Grant 	M	22	N	Injury	right leg	Unknown	4.	V.M. Coppleson (1958), pp.65-66 & 232; A. Sharpe, pp.66-67 	Grant
1933-11-20	Unprovoked	AUSTRALIA	Torres Strait	Near Boydong Cay	Free diving for trochus 	Bili, a Papuan	M	0	Y	Fatal	Unknown	Tiger shark	3.	Cairns Post, 11/29/1933	Bill
1933-11-18	Unprovoked	AUSTRALIA	Queensland	Near Barrow Point	Pearl diving	Alfred Aniba, a Torres Strait Islander	M	17	N	Injury	Unknown	Tiger shark	Unknown	V.M. Coppleson (1958), p.243	AlfredAniba
	Unprovoked	AUSTRALIA	Queensland	Off Bloomfield River	Diving		M	0	N	Injury	Unknown	Unknown	Unknown	Courier-Mail, 10/25/1933	RBloomfieldRiver
	Boating	ISRAEL		Nabi Rubin	Fishing	2 s	M	0	N	Injury	Unknown	3 shark	Unknown	C. Moore, GSAF	RNabiRubin
	Provoked	USA	California	Hermosa Beach, Los Angeles County	Fishing, caught a 15' shark & took it onboard	Nathaniel Myrick	M	0	N	Injury	Unknown	Blue shark	4.	D. Baldridge, p.90	bMyrick
	Unprovoked	USA	South Carolina	Pawleys Island, north of Charleston	Bathing	Kenneth Layton	M	0	N	Injury	Unknown	Unknown	Unknown	E.M. Burton; V.M. Coppleson (1958), pp.153 & 253	aLayton
	Unprovoked	USA	Connecticut	Mystic River	Swimming	Helen Clarke	F	0	N	Injury	Foot	Unknown	Unknown	Hartford Courant, 8/26/1933	RHelenClarke
	Unprovoked	USA	California	San Diego, San Diego County		Tom Schaliniski	M	50	N	Injury	Unknown	Tiger shark	Unknown	Woodland Daily Democrat, 7/7/1933	Shalininski
1933-07-03	Unprovoked	AUSTRALIA	Western Australia	Broome	Pearl diving	nan	M	0	N	No injury	Unknown	Unknown	Unknown	Canberra Times, 7/6/1933	PearldiverBroome
1933-06-21	Unprovoked	USA	South Carolina	North end of Morris Island at mouth of Charleston Harbor	Sitting in 3' of water	Dayton Hastie	M	15	N	Injury	left leg	lemon shark	2.	E. M. Burton (1935); V.M. Coppleson (1958), pp.152-153 & 252; Randall in Sharks and Survival, p.350; Note: A. Resciniti lists date as 21-Jul-1933	Hastie
1933-06-16	Unprovoked	USA	South Carolina	Folly Island, near Charleston	Standing	Emma G. Megginson	F	0	N	Injury	Unknown	Unknown	Unknown	E. M. Burton; Note: A. Resciniti lists date as 16-Jul-1933	Megginson
1933-06-13	Invalid	AUSTRALIA	Northern Territory	Darwin	Fishing	Ah Cup	M	0		No injury	Unknown	Unknown	Unknown	V.M. Coppleson (1962), p.245	Chinesefisherman
1933-05-24	Sea Disaster	BARBADOS	St Michael Parish	Off Pelican Island	Yacht of Michael Howell capsized	9 people in the water		0	Y	Fatal	Unknown	Unknown	Unknown	New York Times 5/26/1933; L. Schultz & M. Malin, p.558; SAF Case #931	yachtBarbados
1933-05-23	Provoked	AUSTRALIA	Queensland	Off Stradbroke Island	Fishing	Mr. E.B. Port	M	0	N	Injury	lower leg	Unknown	7'	Brisbane Courier, 5/24/1933	Port
	Unprovoked	AUSTRALIA	Queensland	Currumbin	Treading water	Walter Mitchell	M	0	N	Lacerations	Unknown	Unknown	Unknown	Townsville Daily Bulletin, 6/9/1933 	Mitchell
1933-05-03	Sea Disaster	CUBA	Havana Province	Off Jaimanitas Yacht Club, Havana	Swimming to shore from capsized sailboat	Majin Alvarez Piedra	M	0	Y	Fatal	Unknown	Unknown	Unknown	NY Times, May 4, 1933	sailorcuba
1933-04-10	Unprovoked	USA	Florida	Miami Beach, Miami-Dade County	Swimming	Thomas N. Martin	M	24	Y	Fatal	Unknown	bull shark	Unknown	New York Herald Tribune, 4/12/1933	Martin
1933-02-26	Unprovoked	AUSTRALIA	New South Wales	Sydney	Standing on his hands	W. McCann	M	0	N	Injury	Unknown	Unknown	10'	Townsville Daily Bulletin, 2/27/1933	McCann
	Unprovoked	AUSTRALIA	Torres Strait	Barrow Point, 100 miles north of Cooktown, Queensland	Diving for trochus  from dinghy when seized by shark 6' below the surface	Tumia, a Torres Strait Islander	M	0	N	Injury	Unknown	Unknown	4.	La Crosse Tribune And Leader-Press, 5/15/1933; V.M. Coppleson.Q12. (1933); V.M. Coppleson, p.242	RTumia
1933-02-14	Boating	AUSTRALIA	South Australia	Adelaide		boat		0	N	No injury	Unknown	Unknown	Unknown	G.P. Whitley citing Sydney Morning Herald, 2/16/1933	Sharkleapsinboat
